ID,BIDS,group,orderNumber,block,acq,startBlock,endBlock,timingCorrection,jitterVideo_trial,jitterRating_trial,stimID,vidFileName,trial,tTrialStart,tTrialEnd,durationTrial,fixationInitialDuration,displayVidOnset,displayVidOffset,displayVidDuration,displayBlankDuration,fixationPostVidOnset,fixationPostVidDuration,displayAnswerOnset,displayAnswerDuration,timeoutAnswer,responseAnswer,timestampAnswer,timestampAnswerWhite,rtAnswer,answer_tooSlow,fixationPostAnswerOnset,fixationPostAnswerDuration,betweenRatingFixation,displayCuriosityOnset,displayCuriosityDuration,timeoutCuriosity,responseCuriosity,rC_mean,rC_mean-centered,timestampCuriosity,timestampCuriosityWhite,rtCuriosity,startValueCuriosity,clicksCuriosity,fixationPostCuriosityOnset,fixationPostCuriosityDuration,curiosity_tooSlow,mockOffset,cueImage,momentOfSurprise_1,momentOfSurprise_2,momentOfSurprise_3,momentOfSurprise_4,momentOfSurprise_5,momentOfSurprise_6,momentOfSurprise_7,additionalMarker_momentOfSurprise_1,additionalMarker_momentOfSurprise_2,trialRecall,responseRecall,cuedRecallStrict,cuedRecallLenient,Flagging,Comments,trialRecognition,responseRecognition,rtRecognition,responseConfidence,rtConfidence,recognition,recognitionConfLevel_4_5_6,rememberedStrictHigh,rememberedLenientHigh
11,sub-control011,cont,6,1,1,0,NA,0.008334956169,4,4,S27,10_S27_combined_small.mp4,7,364.0148148,424.0045794,59.9897646,NA,365.996291,403.6075969,37.61130589,0.400350959,404.0079478,3.998331335,408.0062791,5.998844997,6,31 or more,408.7017154,408.7434808,0.695436292,0,414.0051241,0.049732265,0.05,414.0548564,5.946991046,5.95,3,,-0.9722222222,416.8644909,416.9328863,2.809634451,7,4,420.0018475,4.002731973,0,372.0363434,373.0363826,399.0396512,NA,NA,NA,NA,NA,NA,NA,NA,3,the person poured the water into one cup then turned it upside down and the water did not spill. then he was able to pour this water to another cup,1,1,1,Add incorrect information,14,"The magician pours water into one cup, but the other cup is magically refilled.",49015,6,3273,0,0,1,1
11,sub-control011,cont,6,1,1,0,NA,0.008334956169,6,4,Trick37,17_Trick37_combined_small.mp4,8,424.0128474,502.0036991,77.99085171,NA,426.0054299,478.3414529,52.33602299,1.655575727,479.9970287,6.002325126,485.9993538,6.004995009,6,11 to 20,488.023732,488.0666982,2.024378229,0,492.0043488,0.049696396,0.05,492.0540452,5.949227571,5.95,4,,0.02777777778,493.2881994,493.3698368,1.234154192,4,0,498.0032728,4.000426331,0,432.0402338,437.1996723,450.2060845,473.1556411,NA,NA,NA,NA,NA,NA,NA,26,the rubbers were connecting and disconnecting,0,0,1,Wrong moment of surprise + easy cue,29,The magician has two elastic bands and tangles them up. They then become untwisted.,56768,6,2497,0,0,0,0
11,sub-control011,cont,6,1,1,0,NA,0.008334956169,4,4,K24,28_K24_combined_small.mp4,9,502.0132974,556.0002634,53.98696594,NA,503.9957116,534.2543628,30.25865115,1.748727536,536.0030903,3.999701285,540.0027916,6.000444335,6,11 to 20,540.6163493,540.6533725,0.613557759,0,546.0032359,0.049358187,0.05,546.0525941,5.944880028,5.95,4,,0.02777777778,550.2802803,550.3689634,4.227686219,1,3,551.9974741,4.002789225,0,510.0356809,512.1536405,527.1149333,NA,NA,NA,NA,NA,NA,528.2320122,NA,24,the 10 pounds became another note,1,1,NA,,31,A £10 note is transformed into a £20  note.,55506,6,2306,1,1,1,1
11,sub-control011,cont,6,1,1,0,NA,0.008334956169,6,6,K18,22_K18_combined_small.mp4,10,556.0096154,612.0021887,55.99257329,NA,558.0014337,586.2563573,28.25492361,1.733639658,587.989997,6.005286079,593.9952831,6.004160448,6,11 to 20,594.7230635,594.7605944,0.727780369,0,599.9994435,0.048866514,0.05,600.04831,5.954152276,5.95,4,,0.02777777778,603.0976238,603.166307,3.049313768,2,2,606.0024623,5.999726357,0,564.0049354,570.2384779,575.1545675,NA,NA,NA,NA,NA,NA,NA,NA,7,no recall,0,0,NA,,10,A pack of cards appears from a single piece of paper.,58533,2,2474,1,0,0,0
11,sub-control011,cont,6,1,1,0,NA,0.008334956169,4,10,K3,31_K3_combined_small.mp4,11,612.0128977,672.0006276,59.98772991,NA,613.9903756,645.9228289,31.93245338,0.075559063,645.998388,4.003914806,650.0023028,5.999826021,6,31 or more,650.6820025,650.7176028,0.679699725,0,656.0021288,0.048721969,0.05,656.0508508,5.950818772,5.95,6,,2.027777778,657.36908,657.4504378,1.318229246,5,1,662.0016696,9.998958047,0,620.0211561,622.1377192,636.0201654,641.1468347,NA,NA,NA,NA,NA,NA,NA,18,no recall,0,0,NA,,21,The magician makes ladybirds appear and then disappear again.,47738,5,2080,1,1,1,1
11,sub-control011,cont,6,1,1,0,724.0014529,0.008334956169,4,4,H19,16_H19_combined_small.mp4,12,672.0096109,724.0013315,51.9917206,NA,674.0016732,702.6550269,28.65335374,1.335895891,703.9909228,4.00164031,707.9925631,6.004569081,6,0 to 10,708.5981114,708.6336378,0.605548263,0,713.9971322,0.049258629,0.05,714.0463908,5.95438998,5.95,6,,2.027777778,716.6869729,716.7491322,2.640582089,2,4,720.0007808,4.000550636,0,680.037457,683.2359067,695.2364879,NA,NA,NA,NA,NA,NA,NA,NA,19,the object was set on fire in magicians hand and after fire stopped there was another bigger object,1,1,NA,,2,"The magician places paper in volunteer's hand and sets it alight, revealing a red sponge ball.",56480,6,2778,1,1,1,1
11,sub-control011,cont,6,2,1,0,NA,0.008334956169,6,4,K4,05_K4_combined_small.mp4,13,0.0005727289972,61.99005286,61.98948013,NA,1.991287,39.21097934,37.21969234,0.783084866,39.99406421,5.99627566,45.99033987,6.000710174,6,11 to 20,46.66924317,46.71532386,0.678903302,0,51.99105004,0.044744621,0.05,52.03579466,5.954152419,5.95,6,,2.027777778,54.76104831,54.83888257,2.725253647,5,1,57.98994708,4.000105774,0,7.991455152,13.1435809,23.22661267,NA,NA,NA,NA,NA,NA,NA,NA,21,magician would throw the rubic's cube in the air and each time it will come with sides coloured differently e.g the whole side was green ,1,1,1,Add irrelevant incorrect information,5,The magician solves the rubix cube by spinning it in the air.,56600,6,3149,1,1,1,1
11,sub-control011,cont,6,2,1,0,NA,0.008334956169,4,4,H17,19_H17_combined_small.mp4,14,62.00311644,137.9894341,75.98631763,NA,63.9954176,116.6426346,52.64721701,1.348447732,117.9910823,3.998143876,121.9892262,6.000862478,6,31 or more,122.6143513,122.6698615,0.625125065,0,127.9900887,0.050351967,0.05,128.0404407,5.948836889,5.95,6,,2.027777778,130.9676887,131.0588478,2.92724808,3,3,133.9892775,4.000156522,0,70.03461964,70.26710228,105.1589373,NA,NA,NA,NA,NA,NA,107.1925137,NA,27,magician cut the sticks in half with a tool (the tool had a round hole). then he put assistants finger into the same hole but it did not get cut in half,1,1,NA,,4,"The magician uses a guillotine to slice breadsticks, but not the volunteer's finger.",64059,6,2675,1,1,1,1
11,sub-control011,cont,6,2,1,0,NA,0.008334956169,10,4,S11,09_S11_combined_small.mp4,15,138.0084148,198.0055466,59.99713172,NA,139.9996723,170.4579877,30.4583154,1.549912404,172.0079001,9.998450966,182.0063511,5.994604202,6,31 or more,182.6666353,182.7049847,0.660284232,0,188.0009553,0.049660141,0.05,188.0506155,5.953843451,5.95,3,,-0.9722222222,190.991953,191.0359599,2.941337533,5,2,194.0044589,4.001087658,0,146.0389342,146.1564158,156.1588284,166.06924,NA,NA,NA,NA,NA,NA,NA,1,no recall,0,0,NA,,24,"The magician uses the coin to slice the cigarette, but it is still intact afterwards.",46807,6,2744,0,0,0,0
11,sub-control011,cont,6,2,1,0,NA,0.008334956169,4,4,S31,27_S31_combined_small.mp4,16,198.0139595,248.0045596,49.99060013,NA,199.9921089,227.0582556,27.06614668,0.940827083,227.9990827,4.000111807,231.9991945,6.004964681,6,31 or more,233.2162549,233.2496803,1.217060368,0,238.0041592,0.049758503,0.05,238.0539177,5.950990112,5.95,2,,-1.972222222,238.8075891,238.8544958,0.753671474,2,0,244.0049078,3.999651811,0,206.0411056,218.0074264,219.2406558,NA,NA,NA,NA,NA,NA,219.9934201,NA,28,no recall,0,0,NA,,26,The magician transforms the envelope into a £10 note.,49724,2,2395,0,0,0,0
11,sub-control011,cont,6,2,1,0,NA,0.008334956169,4,4,H16,03_H16_combined_small.mp4,17,248.0145629,310.0035588,61.98899596,NA,249.9948212,289.6576318,39.66281059,0.334388777,289.9920206,4.00284262,293.9948632,6.003131733,6,31 or more,294.4836874,294.5128708,0.48882421,0,299.9979949,0.04938136,0.05,300.0473763,5.955919375,5.95,4,,0.02777777778,301.420593,301.4699808,1.373216714,2,2,306.0032957,4.000263137,0,256.0347666,257.23598,269.2273965,275.2734923,279.235339,NA,NA,NA,NA,NA,NA,32,the can was changing shape as if it was not metal,0,0,1,wrong momento of surprise ,34,The magician is able to remove the dents from the can without touching it.,48115,6,2463,0,0,0,0
11,sub-control011,cont,6,2,1,0,NA,0.008334956169,4,4,H35,01_H35_combined_small.mp4,18,310.0162153,376.0024182,65.98620294,NA,311.989827,355.6908961,43.70106901,0.31654564,356.0074417,3.997675191,360.0051169,5.998832254,6,21 to 30,360.7549077,360.7860469,0.749790768,0,366.0039491,0.048542502,0.05,366.0524916,5.947808092,5.95,3,,-0.9722222222,367.6685319,367.7192281,1.616040234,2,1,372.0002997,4.002118478,0,318.0308548,321.0650547,352.0385426,NA,NA,NA,NA,NA,NA,NA,NA,30,someone wrote on a card and after card was back in a pile the writing disappeared,0,0,NA,,27,The volunteer signs a card which the magician subsequently pulls from a Ziploc bag.,54747,4,2373,1,1,1,1
11,sub-control011,cont,6,2,1,0,NA,0.008334956169,8,4,H15,30_H15_combined_small.mp4,19,376.0104749,439.9988496,63.98837468,NA,378.0039485,415.933198,37.9292495,0.068038763,416.0012368,8.001770904,424.0030077,5.999995748,6,11 to 20,424.5914071,424.6182108,0.588399342,0,430.0030035,0.049534025,0.05,430.0525375,5.949481505,5.95,2,,-1.972222222,432.3214114,432.359742,2.268873901,7,5,436.002019,3.996830586,0,384.0384677,385.1874771,393.1178273,NA,NA,NA,NA,NA,NA,NA,NA,11,no recall,0,0,NA,,36,"The magician pierces the deck of cards with a toothpick, but afterwards there is no hole.",40855,4,2553,0,0,0,0
11,sub-control011,cont,6,2,1,0,NA,0.008334956169,4,4,Trick28,24_Trick28_combined_small.mp4,20,440.0073932,509.9995526,69.99215941,NA,442.0010167,488.5044011,46.50338442,1.498596609,490.0029977,3.998337394,494.0013351,5.999741185,6,31 or more,494.760485,494.804253,0.759149862,0,500.0010763,0.050179069,0.05,500.0512553,5.945015972,5.95,2,,-1.972222222,502.0277217,502.1168979,1.976466356,6,4,505.9962713,4.003281288,0,448.0043664,458.0809576,459.0812764,467.0040162,473.0038972,478.0370031,482.1651107,487.0697142,NA,NA,NA,29,no recall,0,0,NA,,12,The magician links and unlinks several silver rings while they keep their shape.,56162,5,2293,1,1,1,1
11,sub-control011,cont,6,2,1,0,NA,0.008334956169,4,8,H36,29_H36_combined_small.mp4,21,510.0143814,579.9995728,69.98519148,NA,512.0004989,554.446002,42.44550316,1.554729931,556.000732,3.99997655,560.0007085,5.999646411,6,31 or more,560.5775008,560.617057,0.576792282,0,566.0003549,0.050011034,0.05,566.0503659,5.9502533,5.95,3,,-0.9722222222,568.3244936,568.4003321,2.274127692,7,4,572.0006192,7.99895359,0,518.0378101,520.1205204,541.0353149,NA,NA,NA,NA,NA,NA,539.2356155,NA,16,no recall,0,0,NA,,22,The magician places the nut in the middle of the bold and it magically screws itself.,48333,4,2283,0,0,0,0
11,sub-control011,cont,6,2,1,0,NA,0.008334956169,4,4,S9,04_S9_combined_small.mp4,22,580.0086279,641.9951722,61.98654433,NA,582.0002885,620.4979213,38.49763277,1.503748292,622.0016696,3.99859083,626.0002604,5.99980909,6,11 to 20,626.5569186,626.599185,0.556658204,0,632.0000695,0.049384302,0.05,632.0494538,5.950384511,5.95,2,,-1.972222222,633.7038788,633.7827649,1.654425049,5,3,637.9998383,3.995333886,0,588.0080302,588.2363884,611.073623,NA,NA,NA,NA,NA,NA,612.1180558,NA,5,someone else picked a card showed and put it back. and the magician was able to get the same card back,0,0,NA,,7,"The magician covers the cards with a silk handkerchief. After the silk is removed, the cards are blank.",53043,3,2519,0,0,0,0
11,sub-control011,cont,6,2,1,0,NA,0.008334956169,4,4,Trick38,34_Trick38_combined_small.mp4,23,642.0035435,697.9981559,55.99461242,NA,643.9957286,677.4526833,33.45695477,0.535125079,677.9878084,4.004127672,681.9919361,6.002740613,6,31 or more,682.6463813,682.6652926,0.654445236,0,687.9946767,0.049340024,0.05,688.0440167,5.953883371,5.95,4,,0.02777777778,690.0865387,690.1615512,2.042522012,1,3,693.9979001,4.000255797,0,650.0020984,652.1508413,664.9980226,669.9995235,NA,NA,NA,NA,NA,NA,NA,31,no recall,0,0,NA,,1,"The magician closes one fist around a silk handkerchief and makes it disappear. Then, he makes it appear in his other hand.",50486,6,3858,1,1,1,1
11,sub-control011,cont,6,2,1,0,769.9977676,0.008334956169,10,4,Trick6_short,13_Trick6_short_combined_small.mp4,24,698.010986,769.997622,71.98663601,NA,699.985706,743.6858838,43.7001778,0.299275042,743.9851588,10.00664299,753.9918018,6.004742424,6,21 to 30,754.5030315,754.5416115,0.51122967,0,759.9965442,0.04879604799,0.05,760.0453403,5.952857309,5.95,5,,1.027777778,762.3916843,762.4644176,2.346344011,1,4,765.9981976,3.999424389,0,706.0261557,708.1838221,721.1508478,732.1835067,739.099944,NA,NA,NA,NA,NA,NA,10,the person was putting objects in and out and they were appearing and disappearing,1,1,NA,,19,The magician puts the ball under the cup and makes it disappear.,44489,4,2260,0,0,1,1
11,sub-control011,cont,6,3,1,0,NA,0.008334956169,4,8,S15,21_S15_combined_small.mp4,25,0.0009922050012,66.00064978,65.99965757,NA,2.000052838,40.01630282,38.01624998,1.984573334,42.00087615,3.998165046,45.9990412,5.995501267,6,31 or more,46.88830155,46.93189251,0.889260355,0,51.99454247,0.050872526,0.05,52.04541499,5.954781697,5.95,6,,2.027777778,54.65002111,54.73007916,2.604606118,2,4,58.00019669,8.000453087,0,8.032497322,9.117460297,36.08529236,NA,NA,NA,NA,NA,NA,NA,NA,22,the money disappeared in the glass,0,0,NA,,15,The magician puts the ring into the glass and starts tossing it around until the ring is around the stem.,46184,5,2226,0,0,0,0
11,sub-control011,cont,6,3,1,0,NA,0.008334956169,4,4,H10,02_H10_combined_small.mp4,26,66.01314489,125.9996333,59.98648845,NA,68.00069609,104.8830666,36.88237053,1.116275359,105.999342,3.999649969,109.998992,5.99913542,6,21 to 30,110.5303246,110.5648462,0.531332639,0,115.9981274,0.05051233,0.05,116.0486397,5.946353788,5.95,5,,1.027777778,118.5072138,118.5637353,2.458574107,2,3,121.9949935,4.004639852,0,74.0293078,75.1975168,86.20142679,93.19594083,NA,NA,NA,NA,NA,NA,NA,6,the card after being cut was restored to be wholesome again,1,1,NA,,17,The magician is able to split and put back together a card.,43796,6,2124,0,0,1,1
11,sub-control011,cont,6,3,1,0,NA,0.008334956169,4,4,S25,25_S25_combined_small.mp4,27,126.0135768,207.9982911,81.98471431,NA,127.9976255,186.6968499,58.69922446,1.30081751,187.9976674,3.999254349,191.9969218,6.001917727,6,21 to 30,192.5177417,192.5624409,0.520819864,0,197.9988395,0.047944559,0.05,198.0467841,5.950373596,5.95,5,,1.027777778,200.6652183,200.751799,2.618434215,2,3,203.9971577,4.001133452,0,134.0005178,157.0727441,163.1607937,176.2335648,NA,NA,NA,NA,NA,NA,NA,36,no recall,0,0,NA,,6,The magician makes a silk handkerchief appear inside a bread roll.,50835,1,2766,1,0,0,0
11,sub-control011,cont,6,3,1,0,NA,0.008334956169,4,4,S21,33_S21_combined_small.mp4,28,208.0116691,257.9940111,49.98234205,NA,209.9980714,237.8493803,27.85130897,0.150090236,237.9994706,3.997070966,241.9965415,6.000657916,6,21 to 30,242.8730938,242.9144203,0.876552278,0,247.9971995,0.04921420701,0.05,248.0464137,5.950335726,5.95,5,,1.027777778,250.1022227,250.1788222,2.055809071,6,1,253.9967494,3.997261726,0,215.9988115,217.1481131,226.1055018,234.0792936,NA,NA,NA,NA,NA,223.1990383,NA,33,no recall,0,0,NA,,3,"The magician covers the spoon with a handkerchief. When he removes it, the spoon is bent.",58658,4,2372,0,0,0,0
11,sub-control011,cont,6,3,1,0,NA,0.008334956169,6,4,Trick20_short,20_Trick20_short_combined_small.mp4,29,258.0110427,315.995671,57.98462831,NA,259.9959864,292.1647051,32.16871871,1.831152582,293.9958577,6.001988699,299.9978464,5.997467799,6,11 to 20,300.6369575,300.6735623,0.639111083,0,305.9953142,0.049447444,0.05,306.0447617,5.951650811,5.95,4,,0.02777777778,307.855783,307.9284824,1.811021374,1,3,311.9964125,3.999258556,0,265.9986783,272.1891865,290.0320109,NA,NA,NA,NA,NA,NA,NA,NA,8,no recall,0,0,NA,,8,"The magician shows the volunteer metal nut and rope. Although he secures the nut with the rope, it repeatdely escapes.",57365,3,2417,1,0,0,0
11,sub-control011,cont,6,3,1,0,NA,0.008334956169,4,4,K2,07_K2_combined_small.mp4,30,316.0109721,371.9922308,55.98125863,NA,317.9956684,351.2641422,33.26847385,0.730546293,351.9946885,4.002421704,355.9971102,5.999542667,6,21 to 30,356.5226416,356.5613963,0.525531322,0,361.9966529,0.048011486,0.05,362.0446644,5.951688868,5.95,6,,2.027777778,365.5691797,365.636859,3.52451536,4,2,367.9963533,3.995877513,0,323.997243,324.114123,337.0350968,344.2416044,NA,NA,NA,NA,NA,336.2350822,NA,14,the magician opened the book and we could see colorful pics. then he shaked the book and the objects fell from it. he opened the book again and the pages were blank,1,1,NA,,28,Green and golden sweets fall out of the pages of the book.,53779,6,2317,1,1,1,1
11,sub-control011,cont,6,3,1,0,NA,0.008334956169,4,8,H37,12_H37_combined_small.mp4,31,372.0077537,433.9952738,61.98752006,NA,373.9947835,408.8139657,34.8191822,1.180580858,409.9945466,3.999598049,413.9941446,6.001347475,6,11 to 20,414.7886617,414.8239917,0.794517042,0,419.9954921,0.048584749,0.05,420.0440768,5.950642273,5.95,2,,-1.972222222,421.1792539,421.2769938,1.135177088,3,1,425.9947191,8.00055466,0,379.996959,381.1965622,388.0391251,393.0436593,398.0460059,404.246747,NA,NA,NA,NA,NA,15,no recall,0,0,NA,,20,"The magician claps his gloved hands, the gloves dissapear leaving his hands bare.",53012,2,2341,0,0,0,0
11,sub-control011,cont,6,3,1,0,NA,0.008334956169,4,4,Trick4,18_Trick4_combined_small.mp4,32,434.0055414,509.9916431,75.98610169,NA,435.9950665,489.8630384,53.86797197,0.130757221,489.9937956,3.999157746,493.9929534,6.000381851,6,0 to 10,494.414189,494.4595252,0.421235634,0,499.9933352,0.049673809,0.05,500.0430091,5.949735277,5.95,5,,1.027777778,501.96827,502.042842,1.92526097,3,2,505.9927443,3.998898735,0,441.9952145,473.1502447,476.2356748,NA,NA,NA,NA,NA,NA,477.236259,NA,35,no recall,0,0,NA,,11,The magician puts the mobile phone inside the balloon with a simple gesture of his hands.,58332,6,2473,1,1,1,1
11,sub-control011,cont,6,3,1,0,NA,0.008334956169,4,4,Trick32_long,35_Trick32_long_combined_small.mp4,33,510.0056322,585.9931223,75.98749008,NA,511.9935844,564.9634614,52.96987702,1.029362325,565.9928238,3.999270186,569.992094,5.996963195,6,21 to 30,570.5071774,570.552675,0.515083487,0,575.9890571,0.050201132,0.05,576.0392583,5.952683571,5.95,3,,-0.9722222222,577.5376654,577.6229257,1.498407089,5,2,581.9919419,4.001180414,0,517.9951624,522.2691287,527.2279506,530.1923645,536.279018,543.1952894,545.1114008,554.1592814,559.1435482,NA,NA,23,no recall,0,0,NA,,32,The magician ask the volunteer for a coin. Then the coin magically bends inside the closed fist of the volunteer.,51633,5,1978,0,0,0,0
11,sub-control011,cont,6,3,1,0,NA,0.008334956169,4,10,S30,26_S30_combined_small.mp4,34,586.0080279,645.9898064,59.98177852,NA,587.991062,619.2075588,31.21649683,0.784137195,619.991696,3.999726481,623.9914225,6.001228147,6,31 or more,624.5405034,624.5748389,0.549080907,0,629.9926506,0.048274729,0.05,630.0409254,5.95008917,5.95,2,,-1.972222222,633.1140171,633.174475,3.073091724,1,1,635.9910145,9.998791847,0,594.0207792,611.0268885,615.110393,NA,NA,NA,NA,NA,NA,NA,NA,20,no recall,0,0,NA,,16,The magician pulls string through two sticks which appear to be connected. However he then reveals thw two sticks are not connected at all.,45989,4,2000,1,1,1,1
11,sub-control011,cont,6,3,1,0,NA,0.008334956169,4,4,S12,08_S12_combined_small.mp4,35,646.0033337,715.9898416,69.98650796,NA,647.9914834,695.9271006,47.93561718,0.063996275,695.9910969,3.999833801,699.9909307,6.000534488,6,31 or more,700.6295852,700.6566264,0.63865456,0,705.9914652,0.048588331,0.05,706.0400535,5.947343064,5.95,4,,0.02777777778,707.47164,707.5236534,1.431586475,2,2,711.9873966,4.002445075,0,653.9942051,656.2598697,671.9933663,680.0257508,692.1924405,NA,NA,NA,NA,NA,NA,4,he punched a hole in the card then did something to make it disappear and appear at another side of the card,1,1,NA,,13,The magician punches a hole in the card. He then moves the hole from one corner to another before finally revealing that it is actually a black spot on the card.,52905,6,2330,1,1,1,1
11,sub-control011,cont,6,3,1,0,783.9888856,0.008334956169,10,4,H7,06_H7_combined_small.mp4,36,716.0067548,783.9887492,67.98199437,NA,717.9903253,757.891195,39.90086975,0.097229743,757.9884248,10.00219328,767.990618,5.999509597,6,11 to 20,768.5899038,768.6220594,0.599285734,0,773.9901276,0.049389046,0.05,774.0395167,5.946779779,5.95,2,,-1.972222222,775.270034,775.322172,1.230517285,4,2,779.9862965,4.002452748,0,723.9930203,725.1085798,733.2246713,740.2262475,743.1442929,749.224818,753.2251492,NA,NA,NA,NA,9,no recall,0,0,NA,,25,The magician lets a coin appear everywhere around the salt shaker.,44291,2,2259,1,0,0,0
13,sub-control013,cont,7,1,1,0,NA,0.00833002915,4,4,K21_long,11_K21_long_combined_small.mp4,1,0.009369739,74.00175709,73.99238735,2.001510374,2.001510374,52.34785042,50.34634005,1.652097611,53.99994803,3.999755781,57.99970381,6.000314564,6,21 to 30,59.92366145,59.94610991,1.923957638,0,64.00001838,0.048281957,0.05,64.04830034,5.950942297,5.95,7,6.333333333,0.6666666667,65.56358614,65.59838331,1.515285805,7,0,69.99924263,4.002514458,0,8.01369418,40.13419713,24.10252909,44.1012185,NA,NA,NA,NA,NA,NA,NA,33,no recall,0,0,NA,,3,The magician flips the middle card over with a slight gesture and then changes the colour of the back of the card from blue to red.,445328,3,4522,1,0,0,0
13,sub-control013,cont,7,1,1,0,NA,0.00833002915,4,8,K24,28_K24_combined_small.mp4,2,74.02764593,131.9990065,57.97136053,NA,75.9989252,106.2428377,30.24391247,1.754787216,107.9976249,4.003410784,112.0010357,5.998874266,6,0 to 10,112.4070977,112.4318854,0.40606199,0,117.9999099,0.048587202,0.05,118.0484971,5.949932296,5.95,6,,-0.3333333333,120.982907,121.0150272,2.934409889,6,2,123.9984294,8.000577025,0,82.0321626,84.15115659,99.11690479,NA,NA,NA,NA,NA,NA,100.2335884,NA,6,He turns that note in another of a different value,1,1,NA,,34,A £10 note is transformed into a £20  note.,119813,6,2195,1,1,1,1
13,sub-control013,cont,7,1,1,0,NA,0.00833002915,4,10,H35,01_H35_combined_small.mp4,3,132.0073345,203.9997935,71.99245903,NA,133.9984921,177.6969434,43.69845131,0.300520356,177.9974638,4.000025758,181.9974895,6.000541702,6,11 to 20,182.985016,182.9976157,0.987526509,0,187.9980312,0.049680821,0.05,188.0477121,5.949759689,5.95,7,,0.6666666667,189.5953037,189.630374,1.547591658,4,3,193.9974717,10.00232176,0,140.0332765,143.0749169,174.0326022,NA,NA,NA,NA,NA,NA,NA,NA,23,He made the woman choose a card and write her name down on it. Then he made that signed card appear at the top of the deck,0,0,1,Mistake this trick with another one,11,"The volunteer signs a card that is placed into the Ziploc bag, but then appears in the card box.",144220,1,3063,0,0,0,0
13,sub-control013,cont,7,1,1,0,NA,0.00833002915,4,4,Trick7_short,36_Trick7_short_combined_small.mp4,4,204.0091247,253.9967843,49.98765959,NA,205.9969322,232.6358312,26.63889896,1.360848634,233.9966798,4.001779106,237.9984589,6.000706338,6,21 to 30,238.4012727,238.4133222,0.402813851,0,243.9991652,0.046243243,0.05,244.0454085,5.950655942,5.95,7,,0.6666666667,245.8060078,245.8465952,1.760599374,4,3,249.9960644,4.000719853,0,212.0256914,215.0653457,228.0654349,230.1812627,NA,NA,NA,NA,NA,NA,231.1040359,34,He made the balls disappear and appear along the woman's hands,1,1,1,It is not very specific,13,"The magician gets the volunteer to hold a foam ball, which he then transforms into  two balls.",159957,2,2462,1,0,1,1
13,sub-control013,cont,7,1,1,0,NA,0.00833002915,4,4,Trick28,24_Trick28_combined_small.mp4,5,254.0093065,323.9965383,69.98723182,NA,255.9963743,302.4879427,46.49156836,1.50794692,303.9958896,4.000941385,307.996831,5.999871435,6,31 or more,308.8172612,308.8425097,0.820430161,0,313.9967024,0.048768538,0.05,314.045471,5.950804252,5.95,2,,-4.333333333,315.9498275,315.9799105,1.904356576,4,2,319.9962752,4.000263074,0,262.0272039,272.0667586,273.068435,281.0306586,287.0287963,292.0306709,296.1478786,301.0716829,NA,NA,NA,1,The magician join together those rings that apparently are completely closed and separated from each other.,1,1,NA,,4,The magician links and unlinks several silver rings while they keep their shape.,439153,6,2955,1,1,1,1
13,sub-control013,cont,7,1,1,0,NA,0.00833002915,4,4,K2,07_K2_combined_small.mp4,6,324.0134129,379.9939637,55.98055085,NA,325.995218,359.2444884,33.2492704,0.750775591,359.995264,4.00027219,363.9955362,6.001050936,6,31 or more,364.5285113,364.5449678,0.53297504,0,369.9965871,0.048498271,0.05,370.0450854,5.949305975,5.95,5,,-1.333333333,371.7281975,371.7614456,1.683112083,7,2,375.9943914,3.999572322,0,332.0262499,332.1101177,345.0299095,352.2302801,NA,NA,NA,NA,NA,344.2306869,NA,14,He opens the book for you to see that it has nothing inside but then candies come out from it and the pictures inside the book disappear,1,1,NA,,36,The sweets shown on the pages disappear.,129810,5,2349,0,0,1,1
13,sub-control013,cont,7,1,1,0,NA,0.00833002915,4,4,H10,02_H10_combined_small.mp4,7,380.0054888,439.9959234,59.99043462,NA,381.9940849,418.8739753,36.87989045,1.120377538,419.9943529,3.997434542,423.9917874,6.003996404,6,21 to 30,424.6019552,424.625763,0.6101678,0,429.9957838,0.04900482,0.05,430.0447886,5.949671316,5.95,7,,0.6666666667,432.0672658,432.0975001,2.022477198,2,5,435.9944599,4.001463438,0,388.0308323,389.1858971,400.2265985,407.1964271,NA,NA,NA,NA,NA,NA,NA,36,He joined all card pieces in one unbroken card at the end,1,1,NA,,31,The magician magically repairs split card.,162776,6,2150,1,1,1,1
13,sub-control013,cont,7,1,1,0,NA,0.00833002915,6,4,K16_short,32_K16_short_combined_small.mp4,8,440.0049206,501.9929886,61.988068,NA,441.9946809,479.4433226,37.44864172,0.55034366,479.9936663,6.000743297,485.9944096,5.999786521,6,11 to 20,486.4185699,486.4363076,0.424160262,0,491.9941961,0.046417333,0.05,492.0406135,5.952893429,5.95,7,,0.6666666667,493.6643217,493.7085805,1.623708293,5,2,497.9935069,3.999481727,0,447.9948187,448.9962369,478.1124216,NA,NA,NA,NA,NA,NA,NA,NA,26,He made ,0,0,NA,,12,"The volunteer selects and signs a card that is placed in the middle of the deck, but then appears on the top of it.",153165,5,4867,1,1,1,1
